terrainID,position,direction,average_power,power_group
aa37,4,13,171.992,2
aa47,4,17,135.0821,2
aa4p,4,31,153.7791,2
aa3l,4,30,135.992,2
aa47,4,16,127.7862,2
aa4p,4,3,150.6159,2
aa4p,4,7,127.8141,2
aa4q,0,4,174.8391,2
aa37,3,4,140.6643,2
aa37,2,6,159.2265,2
aa37,2,5,154.7229,2
aa37,1,1,144.3947,2
aa4p,4,14,175.1184,2
aa4o,3,4,138.8155,2
aa4u,4,16,162.8412,2
aa34,3,4,164.9279,2
aa31,4,7,174.9794,2
aa31,4,3,143.3759,2
aa4x,4,31,142.1428,2
aa43,4,2,158.6838,2
aa43,4,29,132.8971,2
aa43,4,20,137.921,2
aa43,4,1,163.7675,2
aa43,4,19,156.3305,2
aa4x,4,29,148.1718,2
aa4x,4,3,161.7155,2
aa31,4,32,155.8981,2
aa31,4,2,171.6002,2
aa4y,0,4,151.1507,2
aa3o,4,25,140.8453,2
aa31,4,24,160.6994,2
aa43,4,18,162.9683,2
aa31,4,20,160.5688,2
aa4y,1,0,146.0893,2
aa3o,4,21,168.9324,2
aa32,0,4,148.4813,2
aa4x,4,21,155.0989,2
aa32,1,0,156.0981,2
aa44,2,0,175.2513,2
aa44,1,1,136.58,2
aa44,1,0,175.6415,2
aa3o,3,4,138.2448,2
aa4x,1,1,133.0775,2
aa32,4,12,149.0689,2
aa44,0,4,163.9397,2
aa4x,2,0,131.1645,2
aa4x,2,5,155.047,2
aa32,3,4,156.79,2
aa4x,2,6,157.9399,2
aa43,4,7,135.8365,2
aa32,2,1,132.866,2
aa43,4,3,128.4864,2
aa4x,3,4,147.2346,2
aa43,4,32,166.4563,2
aa43,4,31,129.9139,2
aa4x,4,14,148.8777,2
aa3o,4,14,157.6616,2
aa43,4,15,175.3691,2
aa32,4,14,138.1296,2
aa43,4,14,139.4363,2
aa4y,3,0,155.7842,2
aa3p,0,2,166.13,2
aa43,2,0,164.2187,2
aa31,0,4,169.687,2
aa30,4,4,126.9299,2
aa4z,1,0,175.9121,2
aa30,4,3,166.7154,2
aa43,1,0,165.7631,2
aa43,0,4,140.7708,2
aa3p,0,1,143.7831,2
aa4z,1,1,133.5753,2
aa4z,2,0,154.0269,2
aa30,4,31,135.3759,2
aa30,4,29,135.9229,2
aa30,4,21,134.7428,2
aa4z,2,6,176.0319,2
aa42,4,31,174.1263,2
aa4z,3,4,152.6306,2
aa42,4,2,143.2206,2
aa30,4,32,164.5053,2
aa4z,0,0,164.9873,2
aa4y,4,3,148.1276,2
aa3p,0,0,148.3557,2
aa31,4,14,156.4964,2
aa31,4,12,149.1436,2
aa3o,4,31,131.1521,2
aa3o,4,32,164.5936,2
aa43,4,12,143.7422,2
aa43,4,0,167.5508,2
aa4y,4,13,152.5788,2
aa4y,4,19,170.5238,2
aa43,3,4,146.5125,2
aa4y,4,20,146.3154,2
aa31,3,0,163.5215,2
aa4y,4,24,150.2087,2
aa31,2,1,172.5659,2
aa4y,4,2,170.4591,2
aa4y,4,30,128.9003,2
aa31,1,1,142.5227,2
aa43,2,1,134.6806,2
aa3o,4,4,147.278,2
aa3o,4,8,142.2149,2
aa4y,2,1,151.7077,2
aa4u,4,17,167.7703,2
aa44,2,1,135.3698,2
aa4w,4,8,132.3838,2
aa3n,4,16,155.2233,2
aa33,4,35,163.6648,2
aa33,4,34,149.9032,2
aa3n,4,17,171.732,2
aa4v,3,4,164.3481,2
aa4v,3,5,128.6761,2
aa33,4,33,138.4299,2
aa33,4,30,160.4967,2
aa3n,4,15,144.4289,2
aa33,4,22,147.8753,2
aa4v,4,13,129.0271,2
aa4v,4,14,172.5574,2
aa3n,4,20,169.6901,2
aa3n,4,21,130.1409,2
aa3n,4,25,136.1529,2
aa44,4,32,142.1374,2
aa4v,4,20,173.1987,2
aa33,4,17,148.5035,2
aa44,4,33,175.2266,2
aa4v,2,1,127.3289,2
aa44,4,4,165.0636,2
aa45,0,0,162.3204,2
aa45,2,0,141.3675,2
aa4u,4,21,141.2102,2
aa34,2,1,173.8356,2
aa45,1,1,132.1733,2
aa3n,2,0,144.8627,2
aa4u,4,30,132.91,2
aa4u,4,33,140.116,2
aa4u,4,34,172.5933,2
aa4u,4,35,171.3656,2
aa4u,4,3,174.2794,2
aa4u,4,4,138.7854,2
aa4v,0,0,154.7589,2
aa34,1,0,152.9336,2
aa4v,0,4,132.1835,2
aa45,1,0,175.0866,2
aa34,0,4,135.2108,2
aa3n,3,4,147.3163,2
aa33,4,5,141.5416,2
aa4v,2,0,165.6976,2
aa44,4,30,171.8,2
aa4x,0,0,146.3085,2
aa33,4,16,131.9486,2
aa3n,4,32,147.5775,2
aa32,4,4,146.3213,2
aa4w,4,12,134.2705,2
aa4w,4,14,151.4211,2
aa3o,0,1,167.4835,2
aa44,4,15,150.5627,2
aa3o,1,0,160.8934,2
aa4e,2,0,174.5543,2
aa4w,4,22,139.4898,2
aa33,0,0,159.3829,2
aa4w,4,25,164.1785,2
aa32,4,31,163.9573,2
aa32,4,29,151.3232,2
aa4w,4,31,145.1044,2
aa32,4,21,144.8642,2
aa4w,4,32,164.6358,2
aa3o,2,0,142.6955,2
aa44,3,4,153.8938,2
aa4w,4,4,151.266,2
aa3o,1,1,135.7751,2
aa4w,3,4,132.5599,2
aa4w,3,0,166.9699,2
aa3o,0,4,130.8836,2
aa3n,4,33,157.9918,2
aa4v,4,31,133.5316,2
aa44,4,25,149.2227,2
aa4v,4,32,154.837,2
aa4v,4,33,174.2853,2
aa4v,4,4,163.4068,2
aa33,3,5,133.4746,2
aa4w,0,1,166.2189,2
aa44,4,21,164.3573,2
aa3n,4,34,170.2942,2
aa3n,4,35,161.4419,2
aa3n,4,3,172.8925,2
aa3n,4,4,129.9392,2
aa33,2,0,135.8999,2
aa4w,1,1,164.3045,2
aa33,1,1,141.2763,2
aa4w,2,0,142.0017,2
aa3n,4,8,149.3778,2
aa3o,0,0,157.6247,2
aa33,4,13,157.4655,2
aa4o,3,0,153.9134,2
aa3l,1,0,164.5298,2
aa4o,2,1,156.9424,2
aa3e,0,4,159.5967,2
aa4h,4,15,151.8553,2
aa4c,1,1,140.2794,2
aa3d,4,8,162.2062,2
aa3d,4,4,155.3214,2
aa4h,4,21,150.0032,2
aa4h,4,30,138.039,2
aa4c,0,4,164.8301,2
aa4c,2,1,165.5596,2
aa4h,4,32,138.9388,2
aa3d,4,32,158.8524,2
aa3d,4,31,127.8797,2
aa4b,4,9,140.339,2
aa4h,4,4,148.651,2
aa4b,4,4,155.4462,2
aa4i,0,4,153.882,2
aa4b,4,35,174.9274,2
aa3i,1,1,152.5253,2
aa4h,4,33,165.8449,2
aa3i,0,4,134.8353,2
aa4c,3,0,132.1673,2
aa4c,3,1,161.5655,2
aa4g,4,7,160.2233,2
aa4h,0,4,152.7802,2
aa3h,4,25,141.1194,2
aa3e,4,13,127.5355,2
aa3e,4,12,162.7641,2
aa3h,4,30,175.3412,2
aa4c,4,15,157.0728,2
aa3h,4,32,135.399,2
aa4h,1,1,155.4603,2
aa4c,4,13,149.3672,2
aa4h,2,0,172.1122,2
aa3e,3,0,152.4106,2
aa3h,4,33,167.7602,2
aa4h,2,1,129.865,2
aa3h,4,3,165.983,2
aa3e,1,1,149.6081,2
aa4h,3,0,174.1595,2
aa4h,3,4,131.3297,2
aa3i,0,0,169.7581,2
aa3d,4,25,147.4192,2
aa4g,4,4,130.657,2
aa3d,4,21,153.1016,2
aa4b,4,33,136.4934,2
aa4b,3,1,171.8166,2
aa4i,4,19,165.2243,2
aa4i,4,20,137.293,2
aa4i,4,24,168.7282,2
aa4b,3,0,147.4834,2
aa3d,1,0,132.0675,2
aa4i,4,29,156.6759,2
aa4i,4,31,150.5059,2
aa4b,4,13,129.9531,2
aa3d,0,4,132.5213,2
aa3c,4,4,135.0946,2
aa4b,2,1,154.4841,2
aa4i,4,3,134.7095,2
aa4i,4,7,135.5096,2
aa3i,4,20,158.9999,2
aa3i,4,21,142.3243,2
aa3c,4,31,134.7276,2
aa4b,1,1,151.5782,2
aa3d,0,0,155.8554,2
aa4i,4,14,156.8145,2
aa3d,2,0,150.9953,2
aa4i,4,12,171.7866,2
aa4i,1,0,155.9644,2
aa4b,4,21,155.507,2
aa4i,1,1,127.4775,2
aa3d,4,16,174.6702,2
aa3d,4,15,145.9384,2
aa3d,3,3,175.4208,2
aa4i,2,0,164.6398,2
aa3i,2,1,142.3529,2
aa3i,3,0,143.4515,2
aa4i,2,1,146.4848,2
aa3d,3,1,162.3163,2
aa3d,3,4,143.2998,2
aa3d,3,0,160.514,2
aa3i,3,1,167.4893,2
aa4i,3,0,175.8803,2
aa4b,4,17,172.7628,2
aa4b,4,16,152.0246,2
aa3i,4,12,161.0361,2
aa3i,4,14,165.3312,2
aa4b,4,34,152.2542,2
aa3i,4,32,154.8183,2
aa4g,4,3,173.39,2
aa3e,4,20,149.5348,2
aa4d,4,34,169.2392,2
aa4f,1,1,157.3642,2
aa4d,4,33,151.4004,2
aa3f,4,7,158.0111,2
aa3f,4,4,128.2521,2
aa3f,4,3,156.4973,2
aa4f,2,0,166.0483,2
aa4d,4,25,128.9274,2
aa3g,0,4,147.4952,2
aa4f,2,1,137.7394,2
aa4f,3,0,169.5729,2
aa4f,3,4,150.0077,2
aa3g,4,4,144.1192,2
aa3f,4,30,130.4038,2
aa3f,4,24,158.4163,2
aa4d,4,15,148.7937,2
aa3h,0,5,138.1301,2
aa4f,4,16,136.0412,2
aa4d,4,21,141.5802,2
aa3g,4,31,160.5125,2
aa4f,0,4,171.4897,2
aa4d,4,4,171.7301,2
aa4e,2,1,144.2234,2
aa3g,4,14,157.7318,2
aa3g,4,12,160.3264,2
aa4e,3,4,137.3656,2
aa3g,3,4,129.9708,2
aa4e,4,12,156.6018,2
aa3g,4,21,149.0345,2
aa4e,4,20,157.8763,2
aa3g,2,1,133.8081,2
aa4e,4,24,148.5637,2
aa3g,2,0,171.3703,2
aa4e,4,29,160.5043,2
aa3g,1,1,170.3783,2
aa4e,0,0,153.0638,2
aa4e,4,31,163.9066,2
aa3g,1,0,162.6062,2
aa3g,4,29,144.1041,2
aa4e,4,3,151.5989,2
aa4e,4,7,159.7835,2
aa3f,4,21,141.4719,2
aa3h,4,21,137.4557,2
aa4f,4,17,164.405,2
aa4f,4,30,166.1673,2
aa4c,4,4,152.4679,2
aa3e,4,4,131.8102,2
aa3e,4,3,160.9164,2
aa4g,4,14,146.8111,2
aa3h,4,15,164.1973,2
aa3h,4,16,175.5731,2
aa4c,4,33,163.1082,2
aa4c,4,30,134.2042,2
aa4g,3,4,162.9198,2
aa4g,4,20,156.3401,2
aa4g,4,24,145.0494,2
aa3e,4,29,157.6892,2
aa4g,4,29,151.0954,2
aa3e,4,24,158.5238,2
aa3e,4,21,127.294,2
aa4c,4,21,163.2135,2
aa4g,4,31,163.6915,2
aa3h,4,20,170.4044,2
aa3e,4,31,157.722,2
aa3f,0,0,156.6624,2
aa3h,3,1,174.4256,2
aa4d,0,4,165.4877,2
aa4d,3,1,174.9208,2
aa3f,4,13,131.2583,2
aa4d,3,0,143.848,2
aa4f,4,33,149.6891,2
aa4f,4,34,162.9996,2
aa4d,2,1,168.8004,2
aa4f,4,4,166.6677,2
aa4f,4,5,128.5197,2
aa4f,4,9,146.266,2
aa3f,3,0,173.758,2
aa3h,1,1,162.4228,2
aa4g,0,4,139.2523,2
aa3f,2,0,139.634,2
aa3f,1,1,148.022,2
aa4d,1,1,160.7681,2
aa3h,2,1,163.9005,2
aa3h,3,0,150.626,2
aa4g,1,1,142.5251,2
aa4g,2,0,164.2868,2
aa4f,4,20,176.1652,2
aa4j,1,1,150.3203,2
aa4j,2,0,166.1066,2
aa3c,4,21,153.2356,2
aa3k,1,1,158.433,2
aa4m,4,20,145.8848,2
aa4m,4,25,128.0334,2
aa3k,2,0,153.072,2
aa4m,4,31,135.0584,2
aa4m,4,32,163.6797,2
aa3a,0,2,152.9445,2
aa3a,0,1,160.5916,2
aa3a,1,1,170.8391,2
aa3a,0,0,150.0278,2
aa3k,3,0,159.9792,2
aa49,1,1,127.8458,2
aa4m,4,4,164.9753,2
aa39,4,33,164.9334,2
aa39,4,32,133.5945,2
aa39,4,30,127.1333,2
aa4m,4,8,146.833,2
aa4n,0,4,146.6188,2
aa39,4,4,173.7011,2
aa49,2,1,151.4729,2
aa3a,1,2,132.9682,2
aa49,3,4,133.6017,2
aa49,4,31,127.9092,2
aa49,4,21,131.4716,2
aa3a,4,21,146.9771,2
aa4m,0,4,165.7147,2
aa3j,4,4,157.5372,2
aa3k,0,0,176.218,2
aa4m,1,1,155.5537,2
aa3k,0,4,149.4636,2
aa49,4,20,159.3304,2
aa3a,4,15,154.7336,2
aa4m,2,0,164.6856,2
aa49,4,14,145.754,2
aa49,4,12,144.5418,2
aa4m,3,4,150.2144,2
aa3a,3,4,137.1526,2
aa3a,3,0,150.7775,2
aa4m,4,14,129.1212,2
aa4m,4,15,163.0582,2
aa3a,2,0,158.8834,2
aa49,1,0,162.6962,2
aa49,4,32,165.3855,2
aa39,4,25,153.6201,2
aa4n,1,1,153.55,2
aa4n,4,2,168.5031,2
aa4n,4,31,157.5657,2
aa3k,4,34,135.7442,2
aa4n,4,3,134.3915,2
aa3k,4,35,145.3142,2
aa4n,4,7,136.7236,2
aa4o,0,4,161.8984,2
aa39,0,4,173.1733,2
aa4n,4,24,143.0861,2
aa3k,4,4,175.035,2
aa38,4,3,153.5203,2
aa4o,1,0,141.066,2
aa48,4,16,158.3266,2
aa3l,0,0,144.2587,2
aa48,4,15,152.8501,2
aa48,4,13,162.9892,2
aa38,4,31,148.7149,2
aa38,4,29,151.1622,2
aa38,4,7,142.221,2
aa4n,4,20,166.1448,2
aa48,4,20,162.931,2
aa39,1,1,142.9819,2
aa4n,2,0,164.5588,2
aa3k,4,13,163.5594,2
aa39,4,16,167.8978,2
aa39,4,15,144.8502,2
aa39,4,13,172.6062,2
aa3k,4,15,148.0736,2
aa3k,4,16,151.9959,2
aa4n,3,4,144.8644,2
aa3k,4,17,156.3885,2
aa49,0,4,161.7812,2
aa4n,4,14,163.4359,2
aa48,4,4,142.0854,2
aa39,3,0,157.5671,2
aa3k,4,25,140.2512,2
aa39,2,1,140.5513,2
aa48,4,34,171.8524,2
aa48,4,33,146.1012,2
aa39,2,0,173.5463,2
aa48,4,30,149.7817,2
aa39,4,20,168.0003,2
aa4l,4,4,128.9533,2
aa4l,4,3,153.3227,2
aa4l,4,31,164.6522,2
aa3c,1,0,150.4952,2
aa4a,4,29,153.7672,2
aa4a,4,24,165.7434,2
aa4a,4,21,128.6265,2
aa4k,1,0,173.4626,2
aa4k,1,1,143.5226,2
aa4a,4,20,159.3979,2
aa3c,0,0,157.8397,2
aa4k,0,0,143.8235,2
aa3b,4,5,135.4481,2
aa3j,2,0,169.3123,2
aa4k,3,0,146.7664,2
aa4k,3,1,175.5876,2
aa3j,2,1,147.6232,2
aa3b,4,33,176.0894,2
aa3b,4,32,144.5462,2
aa3b,4,30,167.6676,2
aa4k,4,13,171.1879,2
aa4k,2,5,172.4274,2
aa4j,4,4,162.3001,2
aa4a,4,31,134.0969,2
aa3j,1,1,166.4268,2
aa3c,4,20,172.9089,2
aa4j,3,0,130.8978,2
aa4j,3,1,154.4613,2
aa4j,3,2,169.1239,2
aa3c,4,14,162.0035,2
aa3c,4,12,155.4518,2
aa4j,3,3,171.8963,2
aa4b,0,5,138.4032,2
aa4j,4,15,150.8639,2
aa4j,4,16,174.0665,2
aa3i,4,3,164.3998,2
aa3j,0,0,170.6478,2
aa3c,3,4,133.1124,2
aa4a,4,4,134.9533,2
aa4j,4,25,136.7973,2
aa4j,4,30,165.9357,2
aa3c,2,0,149.5596,2
aa4j,4,32,151.4543,2
aa4a,4,32,173.9838,2
aa4k,4,20,155.5645,2
aa3b,4,21,140.5379,2
aa4k,4,30,137.9991,2
aa3b,4,16,172.1109,2
aa4l,4,12,169.6204,2
aa4l,4,14,168.6511,2
aa4a,0,0,151.66,2
aa49,4,4,131.6719,2
aa4l,4,18,171.8372,2
aa4l,4,19,146.3726,2
aa3b,0,4,127.1719,2
aa49,4,3,172.5748,2
aa3b,0,0,163.9909,2
aa3a,4,4,145.4774,2
aa3j,4,31,127.2926,2
aa3j,4,32,146.7663,2
aa4l,4,20,137.8332,2
aa4l,4,24,154.8562,2
aa3j,4,33,140.9412,2
aa4l,4,2,174.0738,2
aa3j,4,34,162.3949,2
aa3a,4,33,170.0734,2
aa3a,4,32,133.028,2
aa4a,0,1,175.0093,2
aa3p,2,0,128.8146,2
aa4a,0,3,174.7341,2
aa4l,3,4,134.2396,2
aa3b,4,15,146.6906,2
aa4a,3,4,147.2662,2
aa3b,4,13,172.9808,2
aa4k,4,4,149.0443,2
aa3j,4,13,129.799,2
aa4l,0,4,170.67,2
aa4l,0,5,129.9481,2
aa3j,4,16,128.3258,2
aa3j,4,17,161.9202,2
aa3b,3,4,138.7446,2
aa3b,3,0,163.1096,2
aa4l,1,0,166.9556,2
aa4l,2,0,160.3247,2
aa3b,2,0,151.1079,2
aa4a,2,0,143.5088,2
aa4a,1,1,164.7111,2
aa3b,1,1,172.5643,2
aa4l,2,1,129.9574,2
aa4l,3,0,174.1445,2
aa3j,4,22,153.1708,2
aa42,4,29,164.9933,2
aa44,4,13,170.3658,2
aa4z,4,12,167.5495,2
aa57,4,19,169.1692,2
aa3y,4,21,141.513,2
aa3y,4,20,170.6506,2
aa2u,4,29,143.7287,2
aa2u,4,20,166.0689,2
aa57,4,20,140.6665,2
aa57,4,29,135.2206,2
aa57,4,2,173.4785,2
aa57,4,31,167.7328,2
aa3s,4,20,170.9279,2
aa57,4,3,151.0415,2
aa3s,4,21,128.0759,2
aa2u,4,12,173.5699,2
aa3s,4,24,140.9981,2
aa58,0,0,137.4307,2
aa58,0,1,163.5306,2
aa3s,4,29,175.2063,2
aa3y,4,25,155.3701,2
aa57,4,14,136.9723,2
aa2u,4,31,139.8837,2
aa57,3,4,151.4286,2
aa3z,1,6,170.5097,2
aa2v,0,1,166.3401,2
aa3z,1,5,170.984,2
aa3z,1,0,131.3669,2
aa57,1,0,132.8936,2
aa2v,0,4,128.6741,2
aa57,1,5,169.2373,2
aa2v,0,0,156.3361,2
aa3y,4,17,151.0189,2
aa3z,0,5,169.2684,2
aa2u,4,4,152.3249,2
aa3y,4,4,152.6692,2
aa2u,4,3,170.276,2
aa57,2,1,139.6624,2
aa3y,4,35,166.1259,2
aa3s,4,13,153.6378,2
aa3y,4,34,166.6707,2
aa3y,4,33,139.7465,2
aa57,2,0,170.6732,2
aa57,0,4,141.6035,2
aa58,1,0,172.0634,2
aa2u,3,4,157.1475,2
aa3y,0,1,145.8068,2
aa2t,4,4,131.0277,2
aa2t,4,3,174.8192,2
aa3s,4,4,140.1721,2
aa58,4,4,130.845,2
aa2t,4,33,172.6009,2
aa2t,4,32,148.4059,2
aa2t,4,30,170.9193,2
aa3y,0,0,146.0724,2
aa59,0,4,157.7112,2
aa3t,0,4,166.4913,2
aa3t,0,5,130.7711,2
aa2t,4,20,139.2413,2
aa59,1,1,134.331,2
aa2t,4,19,166.4683,2
aa3x,4,3,145.6623,2
aa59,2,0,170.988,2
aa58,4,33,151.1593,2
aa58,4,32,140.0762,2
aa3y,0,2,143.3196,2
aa2u,0,4,142.7942,2
aa3y,4,16,128.1149,2
aa58,1,1,145.8654,2
aa58,2,0,158.1497,2
aa3y,3,4,155.5801,2
aa2u,2,0,140.3681,2
aa58,3,0,154.9669,2
aa3s,4,30,130.5727,2
aa2u,1,1,128.3272,2
aa58,1,4,169.0037,2
aa58,3,4,146.8203,2
aa58,4,14,145.9937,2
aa58,4,15,152.6177,2
aa2u,1,0,146.8711,2
aa58,4,16,158.5139,2
aa3y,2,0,149.061,2
aa3y,1,2,129.0555,2
aa58,4,20,159.985,2
aa3y,0,3,160.3188,2
aa58,4,12,131.3729,2
aa57,0,0,169.9755,2
aa56,4,7,163.7485,2
aa56,4,4,135.1364,2
aa2w,3,0,156.8047,2
aa54,4,3,156.1766,2
aa3r,4,34,144.8882,2
aa54,4,7,164.3072,2
aa2w,2,1,148.252,2
aa3r,4,35,143.3701,2
aa55,0,4,154.9525,2
aa55,1,0,139.4084,2
aa3r,4,4,134.9928,2
aa3z,4,33,157.7499,2
aa55,2,0,164.9905,2
aa3s,0,4,145.717,2
aa3z,4,30,135.8642,2
aa2w,1,0,139.1177,2
aa55,3,0,167.44,2
aa55,4,12,163.9182,2
aa55,4,14,157.9926,2
aa3z,4,3,165.8377,2
aa3z,4,9,135.2473,2
aa40,0,0,170.2995,2
aa54,4,31,152.8098,2
aa54,1,0,159.2151,2
aa40,1,1,150.6754,2
aa2w,4,30,138.0244,2
aa3r,4,13,151.917,2
aa54,2,1,171.1859,2
aa54,3,0,156.6182,2
aa2w,4,29,173.8079,2
aa3r,4,16,132.461,2
aa3z,4,20,149.9258,2
aa2w,4,20,157.303,2
aa54,4,13,129.9389,2
aa3r,4,22,133.4991,2
aa54,4,20,162.2101,2
aa54,4,24,161.4631,2
aa3r,4,26,130.8307,2
aa3r,4,33,142.8274,2
aa2w,4,12,155.942,2
aa40,0,4,129.83,2
aa3r,4,17,144.6788,2
aa2w,0,4,157.5295,2
aa3s,1,0,168.0658,2
aa55,4,20,167.2638,2
aa2v,4,15,139.0968,2
aa2v,4,13,167.9478,2
aa56,4,12,154.9344,2
aa56,4,14,175.4328,2
aa3s,2,1,154.9382,2
aa2v,3,5,131.8725,2
aa2v,3,4,173.5329,2
aa56,4,19,171.5718,2
aa2v,4,16,166.9323,2
aa3z,3,0,149.5882,2
aa56,4,24,175.1902,2
aa2v,2,0,152.1081,2
aa3z,2,1,156.4055,2
aa2v,1,1,129.8989,2
aa56,4,30,134.5279,2
aa56,4,31,175.1973,2
aa3s,3,4,140.262,2
aa56,4,3,166.3031,2
aa56,4,20,152.5632,2
aa2t,4,15,157.963,2
aa56,3,4,142.3631,2
aa56,2,2,132.0271,2
aa55,4,21,129.6995,2
aa3z,4,19,171.8496,2
aa55,4,29,145.7799,2
aa2v,4,4,168.7786,2
aa3s,1,1,133.3808,2
aa55,4,31,159.2577,2
aa55,4,3,170.1485,2
aa2v,4,32,150.0716,2
aa56,3,0,175.1905,2
aa55,4,4,130.3093,2
aa2v,4,30,145.5313,2
aa56,0,4,156.1903,2
aa2v,4,22,129.3169,2
aa2v,4,21,169.755,2
aa56,1,0,127.4161,2
aa56,1,5,165.7147,2
aa56,1,6,164.4794,2
aa3s,2,0,175.0897,2
aa3z,4,16,157.8035,2
aa2t,4,14,147.2256,2
aa2t,4,12,151.9055,2
aa59,2,1,129.2102,2
aa3u,2,0,165.9322,2
aa2q,4,4,150.4812,2
aa5d,1,1,143.7983,2
aa3u,2,1,139.865,2
aa5d,2,1,148.091,2
aa5d,3,0,163.4344,2
aa2q,4,33,162.2309,2
aa2q,4,32,144.2426,2
aa5d,4,14,158.54,2
aa2q,4,20,158.3724,2
aa3u,3,0,163.6444,2
aa3w,1,0,171.7979,2
aa3w,0,5,136.9562,2
aa5d,4,21,139.9115,2
aa3v,4,5,167.9117,2
aa5d,4,32,141.9134,2
aa2q,4,16,168.3111,2
aa3u,1,1,137.3623,2
aa3w,2,1,148.0887,2
aa2r,0,5,137.1671,2
aa5d,0,1,169.3778,2
aa3t,4,33,168.4427,2
aa5c,4,11,139.8987,2
aa5c,4,14,143.0629,2
aa3w,4,14,158.9882,2
aa3w,4,13,132.0017,2
aa3t,4,3,129.1302,2
aa3t,4,7,154.4628,2
aa5c,4,20,141.6869,2
aa2q,4,15,141.0776,2
aa5c,4,27,144.6776,2
aa5c,4,2,168.6948,2
aa5c,4,30,141.5852,2
aa3u,0,5,133.6854,2
aa2r,1,0,163.456,2
aa5c,4,3,141.2137,2
aa3w,3,0,148.7285,2
aa5c,4,8,137.3384,2
aa5d,0,0,136.4944,2
aa2r,1,1,146.2953,2
aa2q,4,13,163.6633,2
aa3u,4,16,156.2153,2
aa2q,3,1,162.8357,2
aa3v,0,0,128.0316,2
aa3v,0,1,142.4591,2
aa5e,4,14,156.9268,2
aa3v,0,2,155.6864,2
aa2p,4,31,145.7343,2
aa3v,3,4,142.9198,2
aa5e,4,19,173.0509,2
aa3v,3,0,155.8777,2
aa3u,4,5,134.4681,2
aa3v,2,6,150.9691,2
aa2p,4,29,153.8083,2
aa5e,4,20,150.4384,2
aa5e,4,24,159.825,2
aa5e,4,29,174.4586,2
aa5e,4,2,175.5011,2
aa5e,4,31,147.3806,2
aa5e,4,3,148.9086,2
aa5e,4,7,151.6368,2
aa3v,2,5,134.1567,2
aa2r,2,2,133.8293,2
aa2p,4,3,151.7626,2
aa5e,3,4,162.2928,2
aa2q,3,0,134.978,2
aa5d,4,33,166.2383,2
aa2q,2,1,145.146,2
aa3v,4,32,156.7928,2
aa3v,4,30,147.114,2
aa3v,4,21,144.5446,2
aa5e,0,0,149.048,2
aa2q,1,0,139.1847,2
aa3u,4,4,157.3198,2
aa3v,4,16,164.001,2
aa5e,1,0,171.9511,2
aa3u,4,31,168.8324,2
aa3u,4,33,136.5805,2
aa5e,1,1,137.2958,2
aa2q,0,5,142.28,2
aa5e,2,0,152.5467,2
aa3u,4,34,159.6292,2
aa3v,4,13,137.4106,2
aa3v,4,15,151.9631,2
aa40,2,0,165.1917,2
aa2r,3,0,164.2882,2
aa2r,4,13,168.3769,2
aa5a,1,0,145.4,2
aa2s,4,3,145.4557,2
aa5a,1,4,172.4093,2
aa5a,2,0,156.9273,2
aa3x,4,14,138.9929,2
aa3t,2,1,160.7602,2
aa2s,4,31,157.3165,2
aa5a,3,4,132.6956,2
aa5a,4,12,161.1141,2
aa3x,3,4,129.3665,2
aa3x,3,0,160.5449,2
aa3x,2,1,157.5004,2
aa2s,4,24,164.8534,2
aa2s,4,20,156.7587,2
aa5a,4,19,168.5398,2
aa3t,3,0,132.5915,2
aa5a,4,20,142.6972,2
aa3t,1,4,169.2696,2
aa2t,0,5,141.7136,2
aa5a,0,4,129.164,2
aa5a,0,0,151.1257,2
aa59,3,0,157.1367,2
aa59,3,4,127.847,2
aa2t,3,0,153.3928,2
aa2t,2,2,140.3642,2
aa59,4,12,161.6804,2
aa2t,2,1,173.9777,2
aa3x,4,32,156.4796,2
aa59,4,14,166.5702,2
aa5a,4,24,135.2621,2
aa2t,1,1,135.8844,2
aa59,4,21,131.1162,2
aa59,4,24,134.3425,2
aa3x,4,21,155.9112,2
aa59,4,31,154.1166,2
aa2t,1,0,165.7582,2
aa3t,1,0,140.0885,2
aa59,4,3,162.5854,2
aa59,4,7,149.8943,2
aa59,4,20,167.0376,2
aa5a,4,29,170.9525,2
aa5a,4,2,172.9419,2
aa5a,4,31,158.4649,2
aa2r,4,4,130.5724,2
aa5b,4,20,167.8483,2
aa5b,4,21,134.2516,2
aa3w,4,3,160.0469,2
aa5b,4,32,169.5372,2
aa5b,4,4,142.5543,2
aa2r,4,30,130.0799,2
aa5c,0,4,167.8444,2
aa3w,4,4,129.8691,2
aa5c,0,5,127.9776,2
aa5c,1,1,154.2908,2
aa3t,4,21,136.474,2
aa2r,4,19,157.9861,2
aa3w,4,20,153.2415,2
aa3t,4,25,139.5278,2
aa5c,2,1,153.9891,2
aa3t,4,2,168.3488,2
aa5c,3,0,161.0264,2
aa2r,4,24,141.1411,2
aa3t,4,32,149.3555,2
aa2r,4,7,140.4375,2
aa2s,0,0,150.3999,2
aa2s,4,13,135.0201,2
aa5a,4,3,145.7776,2
aa5a,4,7,153.4676,2
aa5b,0,4,167.2134,2
aa3t,3,1,164.6099,2
aa5b,1,1,144.0047,2
aa3t,3,3,175.4719,2
aa2s,3,4,137.9269,2
aa3x,0,4,154.1762,2
aa3t,4,12,164.8856,2
