terrainID,position,direction,average_power,power_group
aa0f,4,26,17.29383,0
aa04,4,9,23.36065,0
aa58,4,23,49.14228,0
aa02,4,10,12.9446,0
aa4m,4,9,50.35245,0
aa04,4,7,26.00083,0
aa59,4,11,64.29183,0
aa0q,4,27,12.37076,0
aa0p,4,27,17.32,0
aa06,0,6,56.63482,0
aa0e,4,23,52.00398,0
aa06,4,28,21.48755,0
aa0f,4,6,35.5646,0
aa06,4,27,7.589508,0
aa0f,0,6,55.94218,0
aa4n,1,3,58.10865,0
aa0e,4,26,16.98265,0
aa06,4,26,37.67257,0
aa57,4,24,22.99117,0
aa58,4,10,12.38981,0
aa0g,4,10,29.24598,0
aa57,4,23,47.34185,0
aa0p,4,26,17.69618,0
aa0f,4,9,14.03496,0
0000,4,25,56.62286,0
aa0p,4,28,68.61668,0
aa59,3,6,55.78895,0
aa4z,4,10,9.775712,0
aa4n,4,5,65.90128,0
aa0f,4,8,50.07111,0
aa57,4,27,8.148165,0
0000,4,23,54.33575,0
aa57,4,26,19.81121,0
aa4n,4,8,50.21581,0
aa4n,4,9,10.1216,0
aa57,4,28,43.41664,0
aa4z,4,6,51.17723,0
0000,3,6,64.10976,0
aa4z,4,7,22.03481,0
aa59,1,3,53.65802,0
aa58,3,6,53.66155,0
aa0p,4,25,61.8742,0
aa4z,4,9,16.35629,0
aa4y,0,6,66.75842,0
aa0p,4,6,61.83119,0
0000,4,26,13.7217,0
aa0p,4,7,32.74303,0
aa0q,4,26,55.75954,0
aa4o,1,3,43.65897,0
aa50,0,6,45.34734,0
aa4z,3,6,70.01044,0
aa5c,1,3,55.90522,0
aa0p,4,11,53.90345,0
aa0p,4,10,7.865928,0
aa05,1,3,46.30878,0
aa5b,4,24,31.02251,0
aa56,4,25,63.97499,0
aa4y,4,26,9.360178,0
aa05,4,8,27.54734,0
aa59,4,10,16.82744,0
aa4x,4,9,25.38888,0
aa06,4,23,68.37323,0
aa58,4,11,58.82262,0
aa0g,3,6,56.34594,0
aa0f,4,5,66.23233,0
aa58,2,3,40.86124,0
aa0q,4,11,22.78682,0
aa0p,4,23,46.03066,0
aa0q,4,23,68.54168,0
aa0q,4,24,35.35034,0
aa06,4,24,33.84125,0
aa4n,0,6,60.80694,0
aa4y,4,23,45.16803,0
aa05,3,6,52.4752,0
aa0g,4,23,47.84134,0
aa0e,4,10,15.75207,0
aa4y,4,25,51.03265,0
aa0p,3,6,43.954,0
aa58,4,28,24.00961,0
aa58,4,27,10.61516,0
aa04,4,6,58.659,0
aa4o,4,8,65.78175,0
aa0e,4,6,44.31774,0
aa4o,4,9,17.2648,0
aa0q,1,3,49.18723,0
aa07,4,10,9.636047,0
aa58,4,6,56.13691,0
aa0f,4,10,12.32258,0
aa5e,4,6,47.35899,0
aa58,4,7,34.06577,0
aa4x,4,10,6.751395,0
aa0g,1,3,51.05801,0
0000,4,6,40.30898,0
aa0d,4,8,66.00668,0
aa5b,4,7,27.04236,0
aa4x,4,11,39.10092,0
aa0o,4,26,41.10404,0
aa50,4,11,32.65019,0
aa0h,0,6,46.89568,0
aa56,4,9,29.51612,0
aa0q,0,6,46.18816,0
aa4y,4,8,44.57145,0
aa50,4,10,14.08725,0
aa5c,2,3,69.84802,0
aa4y,4,9,10.23727,0
aa07,3,6,63.59519,0
aa0r,0,6,50.25233,0
aa58,0,6,42.4706,0
aa0g,0,6,43.19199,0
aa4o,4,6,46.88388,0
aa0f,3,6,57.02771,0
aa5e,4,26,14.93621,0
aa4z,4,23,60.17408,0
aa56,4,6,57.15494,0
aa02,1,3,53.53176,0
aa0o,4,27,8.419065,0
aa0o,4,24,35.98999,0
aa5b,4,6,57.60662,0
aa5b,4,28,36.28767,0
aa0h,1,3,56.31359,0
aa07,4,27,9.385608,0
aa0q,2,3,43.72215,0
aa4n,4,10,19.59406,0
aa4x,3,6,53.9919,0
aa4m,4,11,24.75981,0
aa02,4,7,35.48788,0
aa0o,4,10,9.881262,0
aa0o,3,6,59.83755,0
aa06,3,6,49.5094,0
aa4y,4,10,22.47584,0
aa56,4,27,14.33385,0
aa56,4,26,12.34737,0
aa0o,4,11,25.44912,0
aa5e,4,8,60.83833,0
aa0d,4,6,49.31569,0
aa07,4,26,18.50877,0
aa4y,3,6,43.214,0
aa02,4,11,23.43218,0
aa4n,3,6,62.20678,0
aa0d,4,7,19.43032,0
aa58,4,9,31.96701,0
aa5e,2,3,49.39375,0
aa07,4,23,52.58904,0
aa06,4,11,55.18071,0
aa59,4,25,44.4334,0
aa06,4,10,8.238649,0
aa5e,4,27,17.0892,0
aa07,4,25,63.87371,0
aa0r,1,3,59.60117,0
aa0f,4,11,57.93271,0
aa06,2,3,61.21233,0
aa04,4,28,49.67189,0
aa0d,4,9,15.34546,0
aa05,4,24,44.05333,0
aa59,4,23,42.96059,0
aa4m,4,24,34.52003,0
aa4x,4,24,27.50196,0
aa0q,4,8,14.9209,0
aa0e,0,6,59.47169,0
aa5e,4,25,59.09997,0
aa0f,4,23,64.09848,0
aa57,0,6,53.76758,0
aa07,2,3,38.55334,0
aa07,2,2,65.6123,0
aa4x,4,26,22.96238,0
aa4m,4,26,52.01626,0
aa4m,4,27,9.610928,0
aa4x,4,27,9.179261,0
aa0p,4,9,23.79202,0
aa4o,4,27,14.4902,0
aa4o,4,26,15.56206,0
aa50,2,3,54.60853,0
aa4m,4,28,28.81177,0
aa07,1,3,67.01118,0
aa4o,4,25,59.83929,0
aa0o,4,7,39.66782,0
aa4o,4,23,46.43402,0
aa4y,2,3,65.18801,0
aa0q,4,7,46.22213,0
aa57,1,3,55.20317,0
aa02,4,24,41.15275,0
aa0f,4,25,69.76486,0
aa4x,4,28,49.804,0
aa4z,4,26,19.12002,0
aa0f,2,3,48.36497,0
aa58,1,3,57.57841,0
aa5e,3,6,69.41494,0
aa4z,4,11,56.82711,0
aa05,4,27,23.27531,0
aa50,3,6,64.6987,0
aa05,4,28,24.02987,0
aa4x,4,23,61.93681,0
aa0q,3,6,57.50406,0
aa4z,1,3,61.13916,0
aa4n,2,3,47.2089,0
aa0g,4,8,32.02559,0
0000,4,10,26.62793,0
aa0o,4,28,31.5466,0
aa5e,4,23,51.00475,0
aa05,4,25,15.05627,0
aa5b,4,9,19.87853,0
aa4m,4,23,65.60059,0
aa0g,4,9,10.57303,0
aa4y,4,6,40.70832,0
aa5b,4,30,85.31807,1
aa0e,4,4,118.2022,1
aa0f,0,5,91.72281,1
aa3s,3,5,85.56557,1
aa1m,0,5,114.2765,1
aa0b,4,5,90.02272,1
aa3m,1,3,74.44407,1
aa2z,4,29,79.70962,1
aa4z,4,13,116.6069,1
aa1s,1,2,98.55749,1
aa0c,0,4,112.0569,1
aa1l,4,6,77.55391,1
aa3l,4,7,120.901,1
aa3m,1,2,114.3211,1
aa2z,4,23,74.0546,1
aa0b,4,8,102.395,1
aa3m,0,4,104.8739,1
aa0e,4,5,80.97626,1
aa02,4,29,77.71651,1
aa1s,2,2,86.20504,1
aa1l,4,30,76.74945,1
aa2f,1,2,117.7819,1
aa1s,3,4,123.9001,1
aa03,4,14,108.2197,1
aa1l,4,25,99.71608,1
aa0f,0,4,112.1192,1
aa2x,4,4,118.1502,1
aa2f,1,3,78.45627,1
aa52,1,2,123.781,1
aa2h,1,2,91.52247,1
aa3s,4,11,97.08979,1
aa1s,0,5,92.15975,1
aa2x,4,5,83.80829,1
aa3m,3,5,109.0337,1
aa3s,4,22,75.09019,1
aa5b,0,5,114.9039,1
aa3m,2,2,75.62097,1
aa3m,0,5,74.96877,1
aa3m,2,1,109.5826,1
aa1l,4,29,108.4484,1
aa52,1,3,74.87092,1
aa1l,4,31,107.873,1
aa1s,2,1,122.0453,1
aa0c,0,5,89.55289,1
aa1s,3,5,93.318,1
aa3q,0,5,88.27568,1
aa3l,4,5,86.27844,1
aa3k,4,30,120.5597,1
aa4z,1,2,93.21475,1
aa3k,4,31,86.81565,1
aa2x,4,21,124.4432,1
aa3k,4,32,111.445,1
aa3k,4,33,120.2875,1
aa1t,4,13,100.7124,1
aa1k,4,28,96.08215,1
aa1t,4,12,125.5059,1
aa3t,3,4,102.1448,1
aa2x,4,22,91.22891,1
aa0f,2,2,86.06129,1
aa3k,4,5,116.7139,1
aa3k,4,6,73.83251,1
aa2d,4,3,125.3195,1
aa0b,4,13,112.1113,1
aa3t,2,2,115.3311,1
aa3k,4,9,78.26344,1
aa2d,4,4,90.3527,1
aa1k,4,5,105.7981,1
aa4z,2,1,119.0189,1
aa3l,0,4,100.8736,1
aa3l,0,5,74.33353,1
aa1t,3,5,87.70322,1
aa0f,2,1,121.4201,1
aa52,4,22,102.621,1
aa52,4,26,79.03091,1
aa0f,3,4,114.3956,1
aa0f,3,5,84.0507,1
aa1t,4,5,115.0688,1
aa3k,3,4,126.5482,1
aa1k,3,4,126.6591,1
aa3k,3,5,92.3117,1
aa30,1,2,90.69054,1
aa0b,2,2,88.0538,1
aa1k,3,5,107.4667,1
aa1t,4,30,97.25727,1
aa1k,3,6,75.09607,1
aa2d,4,30,100.7381,1
aa1k,4,11,104.8915,1
aa0b,3,4,119.2622,1
aa1t,3,4,122.2309,1
aa5b,4,5,98.42652,1
aa1t,4,29,106.9285,1
aa3k,4,14,116.8448,1
aa52,4,31,104.4667,1
aa0b,3,5,84.62622,1
aa1t,4,25,86.45143,1
aa1k,4,21,83.01122,1
aa52,4,29,80.59443,1
aa3t,4,13,112.3878,1
aa1k,4,24,109.8891,1
aa1t,4,22,86.40396,1
aa3k,4,21,120.017,1
aa3k,4,22,83.48311,1
aa02,4,23,77.16597,1
aa4z,2,2,77.32072,1
aa3t,1,2,90.24676,1
aa5a,4,4,111.3783,1
aa0b,4,25,113.8766,1
aa1s,4,5,106.9475,1
aa2x,4,30,101.2132,1
aa5b,4,31,122.1343,1
aa1l,4,12,114.5225,1
aa1l,4,14,119.317,1
aa2z,4,5,94.01018,1
aa1s,4,31,112.028,1
aa1s,4,29,78.94928,1
aa2h,2,2,76.92667,1
aa52,3,6,72.96073,1
aa3l,4,22,100.1252,1
aa1l,3,5,101.9311,1
aa2h,2,1,112.4219,1
aa0b,4,29,82.86317,1
aa0b,4,31,124.1829,1
aa1l,4,22,102.8979,1
aa3s,4,28,79.79182,1
aa3l,4,28,97.96742,1
aa2f,0,4,118.5184,1
aa52,2,2,78.93974,1
aa2f,0,5,80.82375,1
aa1s,4,22,95.34614,1
aa1s,4,12,76.05062,1
aa52,2,1,115.271,1
aa2z,4,31,119.6861,1
aa52,3,5,115.9311,1
aa0b,4,4,124.5742,1
aa3l,4,11,90.32529,1
aa0f,1,2,95.78279,1
aa3t,1,1,115.1063,1
aa0b,4,22,108.3315,1
aa1l,0,5,119.9714,1
aa1l,0,6,72.08207,1
aa1t,2,2,81.51874,1
aa1t,2,1,116.0786,1
aa1l,1,2,108.4572,1
aa3l,1,1,124.204,1
aa3t,0,6,87.37113,1
aa30,0,5,98.07848,1
aa3l,1,2,83.77802,1
aa2x,4,28,73.40791,1
aa3s,4,5,78.13721,1
aa1l,2,3,72.90558,1
aa1t,1,2,118.0722,1
aa2d,4,7,99.2264,1
aa3l,2,1,119.8962,1
aa5a,4,5,78.83813,1
aa2h,3,5,112.0244,1
aa3l,2,2,79.64014,1
aa52,4,14,109.4144,1
aa4z,3,5,101.6408,1
aa1t,0,5,82.26733,1
aa3l,3,5,104.1065,1
aa1t,0,4,126.709,1
aa3s,4,7,125.4557,1
aa1t,1,3,76.43523,1
aa3s,2,3,73.286,1
aa2z,4,12,96.25072,1
aa3s,2,2,114.3911,1
aa02,4,31,107.5883,1
aa3o,4,29,86.78878,1
aa1n,4,13,119.9753,1
aa1p,4,22,114.7441,1
aa2y,4,5,87.23176,1
aa1n,4,14,102.6745,1
aa2y,4,4,126.808,1
aa1p,4,12,104.7055,1
aa3q,4,28,102.2712,1
aa0d,3,5,97.15274,1
aa51,0,6,76.99438,1
aa1p,3,5,88.28655,1
aa0e,1,2,97.95376,1
aa2y,3,5,108.684,1
aa3o,4,5,98.49416,1
aa51,0,5,113.9535,1
aa3q,4,24,114.443,1
aa1p,3,4,126.5263,1
aa3p,0,4,107.4123,1
aa2g,1,1,121.6592,1
aa3q,4,22,75.49055,1
aa3q,4,21,113.7266,1
aa02,4,5,115.2034,1
aa1n,4,22,103.2614,1
aa02,4,6,73.18462,1
aa1p,2,2,93.79059,1
aa2g,1,2,84.79172,1
aa03,0,6,76.0573,1
aa50,2,2,94.13828,1
aa0d,2,1,105.8354,1
aa2y,4,8,79.87048,1
aa3q,4,4,105.6411,1
aa1p,4,9,70.40824,1
aa51,2,2,93.42841,1
aa1n,1,2,96.4257,1
aa1p,4,6,79.34133,1
aa0e,3,5,76.23237,1
aa1p,4,5,121.6715,1
aa0d,0,5,90.43719,1
aa2g,4,5,115.6999,1
aa1n,2,1,103.8104,1
aa3o,4,12,105.6407,1
aa2g,4,31,125.2547,1
aa3r,0,6,88.00451,1
aa03,1,2,94.77586,1
aa0e,3,4,103.1525,1
aa2y,2,2,102.8952,1
aa5b,4,22,98.1733,1
aa2g,4,29,79.30199,1
aa0e,2,2,91.14462,1
aa2z,0,5,113.0659,1
aa1p,4,31,102.6671,1
aa1p,4,29,94.85665,1
aa1n,3,5,111.833,1
aa2g,0,5,104.0059,1
aa5b,3,5,105.2736,1
aa50,1,2,100.9939,1
aa3q,4,5,81.87808,1
aa51,1,2,104.7429,1
aa3o,4,22,115.9532,1
aa0d,1,3,76.46287,1
aa50,3,5,100.4258,1
aa3o,3,5,97.4118,1
aa50,4,6,70.88341,1
aa1p,1,2,103.2427,1
aa1n,4,7,75.75843,1
aa50,4,12,104.7384,1
aa1o,4,22,95.10514,1
aa3p,4,22,98.20905,1
aa3q,1,3,74.1228,1
aa3q,1,2,109.7067,1
aa1o,0,4,123.0228,1
aa1o,0,5,81.91169,1
aa2g,3,4,125.5516,1
aa2g,4,12,103.5472,1
aa50,4,22,91.66254,1
aa1o,1,2,98.31987,1
aa3p,4,28,78.83215,1
aa1o,4,25,79.72624,1
aa2y,4,22,75.89372,1
aa1o,4,13,124.775,1
aa1o,4,11,80.29675,1
aa0d,4,28,72.95924,1
aa1o,3,5,94.33923,1
aa0d,4,5,83.06745,1
aa2y,4,21,115.4325,1
aa3p,4,4,94.66252,1
aa0d,4,30,124.5154,1
aa2g,3,5,83.73735,1
aa3p,4,7,92.36504,1
aa5b,4,13,94.21143,1
aa1o,2,2,84.58766,1
aa1o,2,1,121.9505,1
aa3p,4,30,120.911,1
aa1n,4,6,115.1815,1
aa3q,2,2,88.86227,1
aa50,4,29,74.3148,1
aa3p,1,1,125.6627,1
aa0e,0,5,95.13893,1
aa2g,2,1,126.9076,1
aa3p,1,2,87.28704,1
aa50,4,5,113.6639,1
aa0d,4,13,120.8875,1
aa1p,0,5,97.80644,1
aa2g,2,2,80.57072,1
aa3q,4,13,124.1143,1
aa3p,2,1,104.2812,1
aa0e,0,4,123.0676,1
aa2y,4,30,112.9665,1
aa3p,2,2,74.63933,1
aa2y,4,28,76.83315,1
aa3p,3,5,122.0578,1
aa0d,4,22,92.6232,1
aa2g,4,23,90.4038,1
aa1n,4,30,94.00268,1
aa50,4,31,108.4951,1
aa1n,4,32,110.9337,1
aa1o,4,4,105.4756,1
aa2y,4,13,103.5072,1
aa3q,3,5,83.40944,1
aa0d,4,25,79.41707,1
aa3p,4,11,84.15791,1
aa3q,3,4,122.1766,1
aa2g,4,22,125.2599,1
aa3p,4,13,119.3575,1
aa1o,4,30,104.5351,1
aa1n,4,26,108.1784,1
aa2g,4,6,75.11631,1
aa3r,1,2,82.5315,1
aa1q,0,6,95.55489,1
aa3m,4,4,117.7186,1
aa3m,4,5,74.92438,1
aa4z,4,30,105.6329,1
aa3r,4,5,97.08099,1
aa1m,4,12,125.1587,1
aa2z,4,14,108.1967,1
aa51,4,30,113.5249,1
aa1r,2,2,109.5474,1
aa3n,0,4,102.05,1
aa1m,4,13,94.82532,1
aa3n,0,5,80.64008,1
aa2f,4,13,123.7874,1
aa0c,3,5,92.04391,1
aa3r,4,9,105.4141,1
aa1m,4,21,122.3876,1
aa3r,4,32,123.9014,1
aa1r,0,5,93.58085,1
aa3r,4,31,97.91944,1
aa1r,0,4,122.5838,1
aa3n,1,2,119.5543,1
aa3r,4,30,126.6671,1
aa03,3,5,85.92245,1
aa1q,4,9,78.33487,1
aa1m,4,22,80.36626,1
aa3n,2,1,115.618,1
aa0e,4,25,74.25868,1
aa3n,2,2,76.22893,1
aa0e,4,22,93.9604,1
aa1r,1,2,99.81359,1
aa1r,3,4,120.0418,1
aa1r,3,5,77.83735,1
aa0c,2,2,104.6719,1
aa5b,4,29,112.3091,1
aa1r,4,5,91.66172,1
aa1m,1,2,95.94139,1
aa2z,4,22,122.2328,1
aa2f,2,1,104.2679,1
aa4z,4,22,96.85941,1
aa1r,4,29,119.273,1
aa52,0,4,107.8282,1
aa2y,0,0,123.6296,1
aa1r,4,24,121.5374,1
aa3m,4,22,93.80441,1
aa3s,1,2,92.58138,1
aa1r,4,22,96.61232,1
aa1m,2,1,123.1449,1
aa51,4,6,75.83055,1
aa51,4,5,125.3546,1
aa1m,2,2,83.4726,1
aa2y,0,4,99.74392,1
aa0c,1,2,113.6612,1
aa0c,1,3,71.32375,1
aa2y,0,5,79.5471,1
aa1m,3,4,114.0295,1
aa1m,3,5,88.62542,1
aa2f,3,5,125.2237,1
aa3m,4,30,98.90147,1
aa4z,4,25,81.72893,1
aa1r,4,11,75.46607,1
aa2f,3,6,76.67601,1
aa3s,0,5,98.01611,1
aa2h,0,5,77.61031,1
aa3r,4,23,91.80702,1
aa1q,4,5,98.57498,1
aa3n,3,5,101.0801,1
aa3n,4,31,105.3913,1
aa1q,4,21,118.8564,1
aa03,2,2,107.577,1
aa1q,4,14,108.8325,1
aa50,0,5,81.60148,1
aa2f,4,30,104.7687,1
aa3n,4,5,88.88124,1
aa3r,3,5,71.64148,1
aa0c,4,4,87.4017,1
aa3r,3,4,106.5921,1
aa1q,4,12,70.73173,1
aa1m,4,8,120.6732,1
aa3r,2,3,86.79596,1
aa3r,2,2,124.0519,1
aa3o,0,5,90.33015,1
aa2y,1,2,100.1623,1
aa51,3,5,87.91908,1
aa2z,1,2,88.59493,1
aa1q,3,5,93.15211,1
aa1q,2,3,76.84653,1
aa1q,2,2,108.096,1
aa2f,4,4,120.2177,1
aa3o,1,2,89.07193,1
aa1q,1,2,98.22748,1
aa2f,4,5,82.528,1
aa3o,2,1,108.0525,1
aa5b,2,2,92.59145,1
aa3o,2,2,75.94621,1
aa1n,0,5,87.62114,1
aa1q,4,22,80.02695,1
aa3m,4,11,90.80196,1
aa3n,4,29,104.1293,1
aa50,0,4,113.6201,1
aa2h,0,4,100.268,1
aa51,4,22,110.0475,1
aa2f,4,22,106.2361,1
aa1m,4,25,84.48221,1
aa03,3,4,121.9808,1
aa0c,4,11,77.34864,1
aa4z,4,5,91.73895,1
aa5b,1,2,106.5367,1
aa3n,4,12,99.98933,1
aa2z,3,5,102.4619,1
aa3n,4,14,113.7854,1
aa1q,4,32,124.8881,1
aa1q,4,31,93.71544,1
aa1m,4,29,113.6725,1
aa2f,4,25,76.47877,1
aa0c,4,23,82.10888,1
aa0c,4,25,74.40932,1
aa1m,4,30,91.1534,1
aa2h,0,0,119.3586,1
aa2z,2,2,96.66584,1
aa3r,4,15,121.3167,1
aa3n,4,22,112.8119,1
aa3r,4,14,110.1763,1
aa3n,4,23,76.95918,1
aa5b,4,25,97.64841,1
aa4z,4,8,73.1079,1
aa0c,4,28,98.19901,1
aa0e,4,11,76.97566,1
aa1m,4,5,97.75577,1
aa0c,4,3,120.6592,1
aa0c,4,7,92.44087,1
aa1w,4,31,100.2561,1
aa3k,2,2,87.39883,1
aa39,4,6,78.63284,1
aa39,4,5,121.0248,1
aa2a,4,29,75.64664,1
aa24,3,5,87.63325,1
aa57,0,5,94.37052,1
aa59,4,22,80.86886,1
aa24,4,11,70.45677,1
aa33,2,1,96.31174,1
aa07,3,5,93.86203,1
aa39,4,31,93.90744,1
aa07,2,1,96.91896,1
aa24,4,21,106.4212,1
aa07,2,0,117.7582,1
aa39,4,22,97.19724,1
aa39,4,21,125.6398,1
aa24,4,22,70.76614,1
aa57,1,1,114.8602,1
aa57,1,2,84.52467,1
aa04,4,30,105.0262,1
aa07,1,2,103.688,1
aa39,4,9,90.77116,1
aa3a,0,5,80.07141,1
aa2a,4,5,125.7515,1
aa23,4,5,104.4072,1
aa3a,3,6,71.05481,1
aa07,4,11,77.82823,1
aa3a,3,5,97.33157,1
aa23,4,8,70.60241,1
aa3a,2,2,84.98882,1
aa56,4,5,97.20476,1
aa3a,0,4,123.1688,1
aa3a,2,1,125.8989,1
aa3a,1,3,84.58556,1
aa2a,4,31,109.3049,1
aa24,1,1,113.7994,1
aa24,1,2,79.84737,1
aa33,1,2,92.43661,1
aa24,2,1,114.9142,1
aa24,2,2,76.36824,1
aa56,4,8,79.25542,1
aa24,0,5,104.9468,1
aa2a,4,6,86.35692,1
aa39,4,14,115.8393,1
aa33,3,6,74.44704,1
aa25,2,2,86.87642,1
aa06,4,8,88.11371,1
aa38,4,5,80.86189,1
aa38,4,4,114.7475,1
aa2a,4,12,101.3557,1
aa25,3,4,125.437,1
aa25,3,5,84.7599,1
aa59,4,13,118.1587,1
aa33,4,15,122.4148,1
aa38,4,30,102.9135,1
aa57,4,13,93.06166,1
aa38,4,25,75.94104,1
aa06,4,5,86.46748,1
aa38,4,22,93.71417,1
aa2a,3,5,77.92747,1
aa25,4,21,112.8453,1
aa25,4,22,89.18511,1
aa2a,3,4,111.2845,1
aa57,4,12,125.2446,1
aa04,4,5,99.83372,1
aa39,0,5,122.5783,1
aa39,0,6,72.45604,1
aa24,4,30,101.844,1
aa2a,4,22,102.9521,1
aa24,4,4,124.7354,1
aa39,3,5,88.31705,1
aa39,3,4,121.4053,1
aa24,4,5,77.932,1
aa57,2,2,100.3596,1
aa39,2,2,103.5624,1
aa25,2,1,115.6135,1
aa24,4,8,71.65021,1
aa07,0,5,74.61027,1
aa39,1,2,98.87765,1
aa25,0,5,112.2611,1
aa57,3,5,102.5439,1
aa33,4,12,72.40519,1
aa25,1,2,101.2082,1
aa07,0,4,118.3558,1
aa33,4,14,99.90837,1
aa04,4,8,98.99635,1
aa3a,4,12,72.76431,1
aa23,4,30,101.0416,1
aa3a,4,14,124.3834,1
aa3b,4,9,95.14022,1
aa56,1,2,100.0741,1
aa3b,4,6,91.98357,1
aa22,3,4,113.6995,1
aa22,3,5,80.18575,1
aa32,4,22,102.6308,1
aa04,4,22,107.3792,1
aa22,4,11,101.499,1
aa08,2,1,100.5178,1
aa3b,4,31,112.8701,1
aa3b,4,29,72.65368,1
aa08,1,2,100.3923,1
aa04,4,25,106.3089,1
aa56,2,3,75.13761,1
aa3b,4,22,98.036,1
aa22,4,21,125.4422,1
aa22,4,22,89.93931,1
aa2b,2,1,105.451,1
aa32,4,25,104.8774,1
aa56,3,5,106.094,1
aa3c,0,4,124.9389,1
aa22,2,2,102.0553,1
aa21,4,31,102.8336,1
aa32,4,13,106.4526,1
aa08,3,5,94.15546,1
aa3c,3,5,84.49512,1
aa21,4,5,101.1392,1
aa2b,4,11,74.44738,1
aa3c,2,2,81.084,1
aa3c,2,1,122.9127,1
aa3c,0,5,83.99301,1
aa59,4,5,87.4854,1
aa3c,1,2,72.86238,1
aa22,0,5,111.4587,1
aa3c,1,1,108.5887,1
aa22,0,6,71.28351,1
aa2b,3,4,121.9701,1
aa22,1,2,103.0269,1
aa59,4,4,117.7753,1
aa56,1,1,112.3561,1
aa2b,3,5,86.71987,1
aa22,4,28,82.4142,1
aa3b,4,14,112.7887,1
aa32,4,30,110.8458,1
aa07,4,30,116.0554,1
aa59,4,28,97.13405,1
aa56,4,21,115.2046,1
aa3a,4,6,77.92478,1
aa3a,4,5,109.1824,1
aa23,3,5,108.851,1
aa56,4,22,73.55145,1
aa23,4,13,112.445,1
aa32,4,8,97.31365,1
aa33,0,4,116.389,1
aa3a,4,26,94.42216,1
aa56,4,28,73.90761,1
aa3a,4,23,73.86591,1
aa3a,4,22,118.1151,1
aa23,4,22,106.3027,1
aa23,4,25,75.15245,1
aa07,4,22,93.85165,1
aa23,4,29,126.164,1
aa3a,4,30,102.0652,1
aa3b,0,5,86.96532,1
aa23,2,2,102.7589,1
aa32,4,5,99.44292,1
aa08,0,4,111.8649,1
aa2b,1,3,74.21846,1
aa22,4,30,116.9288,1
aa2b,1,2,113.731,1
aa22,4,4,91.99296,1
aa3b,3,5,99.46333,1
aa56,4,13,123.2461,1
aa3b,2,2,77.07093,1
aa22,4,7,120.4409,1
aa3b,2,1,115.1228,1
aa59,4,30,106.8758,1
aa2b,0,5,107.6433,1
aa07,4,5,75.85155,1
aa3b,1,2,115.6386,1
aa23,0,5,96.1708,1
aa23,0,6,70.38678,1
aa2a,4,9,70.95338,1
aa23,1,2,85.10523,1
aa07,4,4,116.4016,1
aa33,4,23,85.70002,1
aa56,0,5,114.0969,1
aa06,4,31,115.7871,1
aa38,4,13,111.9071,1
aa27,4,6,77.21453,1
aa58,4,13,104.4438,1
aa29,4,13,121.208,1
aa36,0,5,85.59541,1
aa36,0,4,124.6336,1
aa28,0,5,124.9643,1
aa35,4,9,81.14882,1
aa05,4,6,86.60883,1
aa27,4,5,122.478,1
aa35,4,6,83.20976,1
aa28,1,2,105.0842,1
aa34,4,11,81.02613,1
aa34,4,13,107.4715,1
aa35,4,32,118.0992,1
aa35,4,31,95.63138,1
aa28,2,2,102.7677,1
aa35,4,29,84.60011,1
aa58,4,21,111.7886,1
aa05,4,5,118.3495,1
aa58,4,22,76.13234,1
aa36,1,2,109.5364,1
aa34,3,5,109.571,1
aa05,2,3,79.02242,1
aa27,3,5,94.35295,1
aa58,2,2,81.9359,1
aa27,4,12,89.50958,1
aa05,3,4,121.9734,1
aa05,3,5,84.16184,1
aa27,4,22,114.4317,1
aa36,4,12,104.0479,1
aa06,0,4,117.4812,1
aa58,3,5,90.13202,1
aa36,3,6,73.59976,1
aa36,3,5,111.0784,1
aa59,1,2,87.23929,1
aa06,0,5,84.16747,1
aa36,2,2,79.93183,1
aa36,2,1,111.5353,1
aa29,4,22,85.29484,1
aa27,4,31,100.3163,1
aa34,2,2,111.9484,1
aa36,4,22,99.14402,1
aa35,4,25,112.2683,1
aa58,4,25,102.3085,1
aa35,1,1,116.1109,1
aa34,4,22,93.50443,1
aa28,4,4,114.2234,1
aa28,4,5,93.24889,1
aa05,4,23,75.49168,1
aa05,4,15,117.2563,1
aa35,0,5,122.5465,1
aa28,4,8,72.7597,1
aa35,1,2,76.92014,1
aa58,4,5,78.94878,1
aa58,4,8,118.0665,1
aa34,4,4,100.5978,1
aa59,0,6,73.00468,1
aa29,0,5,84.27264,1
aa05,4,22,105.9367,1
aa59,0,5,116.0911,1
aa34,4,30,108.0545,1
aa29,1,1,110.5237,1
aa34,4,7,114.8356,1
aa05,4,31,111.9818,1
aa28,4,28,108.6682,1
aa29,2,2,99.6914,1
aa35,4,22,85.25516,1
aa35,4,21,122.9145,1
aa28,3,4,126.3059,1
aa28,3,5,79.87961,1
aa35,4,16,123.7687,1
aa35,4,15,117.6402,1
aa35,4,14,113.4586,1
aa35,4,12,89.29974,1
aa05,4,26,86.81161,1
aa58,4,29,84.28599,1
aa05,4,14,96.55812,1
aa05,4,29,78.01939,1
aa28,4,21,105.2221,1
aa35,3,5,112.8184,1
aa28,4,22,71.67867,1
aa58,4,31,119.1907,1
aa35,2,3,81.54652,1
aa35,2,2,124.0831,1
aa29,3,5,93.96905,1
aa06,1,2,107.6296,1
aa58,2,1,118.5163,1
aa36,4,25,101.0503,1
aa38,0,5,86.76774,1
aa38,0,4,123.0845,1
